ip_version,ip_ihl,ip_len,ip_ttl,ip_proto,src_port,dst_port,tcp_flags,payload_len,payload_mean,payload_std,payload_bytes,has_shellcode_pattern,has_suspicious_strings,entropy,printable_ratio
6,13,520,26,17,26462,47053,52,126,119.91269841269842,72.86964005623273,dcdfecdf36b2a3c1808475260896976eca9b5b7ead3eabb7b2b8cbc54a9bf0247a5bf7fde669fa84e7a37e99b901ee175565280863cc2128b77b5698526d2318163a158aa78e630f48999503d165633786010163cce69a345a243f74a8fc692828097950f92724882e0e50f0095cab57c76630b653ae1492f006e3617a3a,0,0,6.43549688773412,0.42063492063492064
6,5,243,98,17,57973,10842,20,57,143.66666666666666,79.72613943959358,ddb3e1edeff5f7ff24e33450bf89258c7f389cb7381f33f7da7810fdebe36809f0a07f78ca5e7f8b360b98ec57d6d5794ea1cda6de14bd0b03,0,0,5.574032338688189,0.2631578947368421
4,12,602,41,17,56639,9529,62,158,128.58860759493672,71.76324733233204,9859a9421aea76b982313c92e433121fbdf6693a5031b1a4e6c0269f7f04d1fb9119d5657ece447a5a4233a5625c613d380070029c9535fda4f39cf2b14cfeb43b597e7ed1e5adff1d6fae69f2ab6fdb77414190a2e7010af1978c2d24c0839c235ed75a1f406303ab515cd058d24c1d5c32ed78dfd0e706af75ab21a5d08466ad37874628c3e062fc306c9a5e26b205b2c89e7c38fef1eda492b02d5fae,0,0,6.756126792398745,0.41139240506329117
4,10,1375,32,17,52213,44241,9,190,121.47894736842105,75.50487665635886,220f1da973059021818898956b4c9a2d67cd7bb32c48c9c06c86316682074b637a7843baddf6547101abc5b642c4f3ed4a463f3dcee08233404c231daf53552cbff51480d3097a35ba02dc08d1548c9a9ec0c969f602c03e910858f88fe8747f5e0f19d95d3254e319fd0e5609e79031f145ea3f591c97bef0d6d2bd8c970226e28d613b729b9fc56bc61ecb0ddf4cd7b2e6e9d7022e962fe0335339eb770fc4fe2e35e037808916c41222fb702e6a2f013c28606169bdf738b996e4cf30,0,0,7.036780805619662,0.39473684210526316
6,6,881,73,17,1094,64870,10,241,129.0746887966805,73.8066515124197,a2d9e09d023f7454cf89d31963a48f4af4ccece595652f396994c3622fef0e7981568c1187c29102070d9bfa1162fc3c528f4ed8370f916c4f47875f2c992ac25cd2da9a83d2df71430394b91afa6286f7b1cf96e0b1c3357769b7c7bd9ec0e899d13745ab55682fdcb6af6ff6aad645cd5c1f80cc067c312e8cfd30f12a5af35c2bfa13409af128435ee53018a335525606853cf0af8a1fa6a8461940af48e125eb347e1c468fb4d2090fa895ee45afa203c390d55157aa82def7243b532d3af05c559ed303f9d991b23092d2b7e53b9d058368ebdd61f12b438efc9c0f4a5b1dde9c9bf3235d0ff5bbae9b8def655a2a,0,0,7.105551473033744,0.35684647302904565
4,9,639,32,1,30178,36579,36,128,127.7421875,72.90900215484261,dcc9092aaffbfeebb88a94620e6ebe9014e08a7522d794cf706ccec4980d4464b3f80f499f329ca9793108b8e38a87f8700754c5142ee1bf6565dda818827d90a8ba3689fc0f86785eca9b1c00208cc1589f0e1acbd503bef0baf540ea19b8e4154650b832a8bf0a636d642e657865217aae77186b3e2ba67ffad08bd56062b6,0,1,6.519454882778696,0.3359375
6,5,781,71,1,7122,17304,36,63,141.77777777777777,71.18954008338548,aacdec90cb61affde5ea35f081d2a8b04bb3b19c8fa7d05e8431225e21d07eaf07ece1fed35fd96858f555671b24b486e6acc31cc0233850d3b8552043454d,0,0,5.786803733023726,0.36507936507936506
4,12,179,25,17,47898,91,41,225,130.21333333333334,68.86662665374764,8dea3f0869a3e5cc69de07fd616f28d55cfb6be5c3ef9eed383a961003439955739bb7115ac651169c014e6011857f447e977ffad40c4d8b9c66b6e756be917ed0c2dbed85807293815e4cd4c065b62c51cb1ca3636d642e65786588e2e20f6f50d9ec5d80ca7065840871a5b173b7595f6877e814d8788eb51a6450c3d110f7c2856529104189c3362b9ef3a2edc6f094a15509cbf4c620d5c89839d5b30c41e3bfae13c30ed937439187912b0b88ca9d0cdd63c3b7eb8ede485cca4331aaca47637245803c995ac1e98ca5295d99ca901c1d6a785e7de313597c937df51a76b0,0,1,7.0287035958773245,0.3688888888888889
4,14,1104,22,17,54289,20509,59,25,141.84,69.28993000429428,bbde9380b21e9cad7f3d8eff5001c259966f4ebbd16c22f6fd,0,0,4.563856189774725,0.28
6,5,618,59,6,29182,57335,52,45,130.2888888888889,73.08431119747847,59df1f9411e25783cec67f8aa605c0d2ba31bfbe407ad0c2e1ca7fc72b9ab73c2c0f4bf374fb4341a2710a6d02,0,0,5.44740865188523,0.3111111111111111
4,5,1019,48,1,11607,56855,1,9,141.88888888888889,73.66356621596813,ccf093cd35ba075596,0,0,3.169925001442312,0.2222222222222222
4,5,847,96,6,5475,36228,57,118,135.03389830508473,77.87842896696453,94364de60dc787f94e7ead098151ddcc3d86d40df115572c0f49431400e9fcd53abb4a0e6f3a5c5b712b963fdd6967f771d5a6d7da96e7d11cfb79aef7d9acd1c808accc9862c960e33f16b85b1e7dfc5fedb03fab63a8fa8484b7910540bcc9f56615929c596f452306e5cada15f115e8cae8edb51c,0,0,6.418618579004524,0.3135593220338983
6,12,60,89,1,46406,44687,46,55,116.34545454545454,81.57344001390697,80b34cd8bb6033ef22f8cbf5898d23352b3d36f16516e337e30d3f668762026ac4d3f66e2317a4fbfb2a6f03d77c45cf103e0a3b0f128f,0,0,5.672268804433749,0.41818181818181815
4,5,196,45,17,10821,45368,57,241,127.69294605809128,73.14475155834738,269c7aa20734918b38238fd30b2423e556d41e8e897279bb35e8cc39dc69c38628804dfc11ac915773916ed3ef2ec09ea52c56274d2b9e6804baa0f3fdc6afbd5760ddc21894a24120adc7ac7ff3e41fde8ddb2240b438da50e799a13d4597d4c6d12394992083bd9c71ed36bda79ae2c44d5252bfd7e7f088570e609ac8f2c02e780ccf6a7e6346ec58203c61ab78d58a5807824e7631cc388b3f181722911d02dd2af39e6be213a558bf056773e0f630f3a004637f16c1a16ffc4508eefb17833bd844afe63abf477e32b8968d10a8b7ad0cc11082fce50b30ae686ae4913d28de87846a1a15ff4c24ebf684493cb440,0,0,7.1580619378970365,0.3651452282157676
6,11,872,89,6,64612,9983,2,60,124.21666666666667,66.87278760618717,b87bcec1c1e2586b58126b2e57ce2f4bc30b3d7e4f7af9e7d54545766fa63c107c7491768b9669496a42322c905f9601be5af545e7dbeaa808e18a78,0,0,5.594309137239128,0.5166666666666667
4,10,1087,30,6,54893,36165,25,19,107.57894736842105,58.61050362975968,8f29e7ea5d265d0b7897636d642e657865a82d,0,1,3.9321380397593746,0.6842105263157895
6,11,992,69,6,40067,12795,12,103,129.41747572815535,68.64479053369206,4e7675ad8bc7b717a0eb7308baa98860e7de8cf4e7f3a156cdf02d17f531c5b00c2a6bd27ec310cc419b1b29b3be3eb91b03952f4c49f02bf485ab3e779906838156975d5a171b7f5874aeb4358d71a0ed8cc6ea8db8504f5ac678af61461de6ce7464445a98b3,0,0,6.334416425178459,0.3592233009708738
6,5,58,27,17,59938,29656,44,191,130.2198952879581,73.00300375366139,74544ffbafc2cfb6fbef10b03ca18c4a555f8820c8697165de45b6abe19fca5b2a7a82afa2bffacfff85eb3de8713287741bb88144f039084765156f72b1b82df680d0feb349dcfcc22f75ce4da3ffcc08a781739ac6b757cddf5e0e5e431ba3ce2e6e35377d6566b0fd941020535b6d75e8ad2d2f3d4deb12c8a911db379bf845dce33e2580fb862acc4607084e75b10378c479b9820778b103a00a1698902af3347ee2ee96e590640770c7d4f47cc7c7537701130b9b5d7f0b9583b168c9,0,0,6.984317767747035,0.3769633507853403
4,10,1081,83,6,24554,42234,1,112,123.1875,73.71440197163452,ccaef97601baa00800727280940740e153d254556b63183da8a5a43f0bdb64ceeb3dfcf33c65c68c997a8639944ae144826843725d2aacd75d4ffea9b8c55d5222e431def2d40dd76df35464ba090856094ebaf94b04c1d437b349cc56277e4c5a010b7820ad7f68443cd5e2a3c212cd,0,0,6.358563292535369,0.42857142857142855
6,5,420,51,6,7067,26534,55,186,125.83870967741936,73.99735396643581,06a0cc334ec7cbd5235de1b8d4d47d42d16bed1559feb5e20856090c2bdc2141d76b525639924cae32504ee391d861b6cab1e4bb37472347da2ff1fea1c7d0e896f4f39ed3e34c246e4c91280deec63049613c3327db99fa49fcb3ba20df4e45274d6f5598176be4b31f81787c8e5a84d321a829274a5e7f161612f85f90b501c719a89ec090b0b367c33a71f1a1ca687a24501839759c8ceb6400526725ac7cf7101fc81b203fe6f24397e90a3a5ac69b5ccb4dea546d9a5d67,0,0,6.994620034144891,0.43010752688172044
6,15,455,119,6,7057,37281,50,249,133.27309236947792,71.94418378993748,b64c65d9cb69673d9e13cd2cbf7a4eb58941c11e96792c78fbbb57a300e3257fa8c2a2b8557d0998f0d5d5c3b40d7454e45b8d9cfd390d9cb993fe56f0cc03abbcdbabf2c39c4b6b58494c2c31a08cb2b84c32a5f6694856f1bdc052753daf9177ef9cba9da18cb6bc90a1e22bad105e30870af14877cd641abd9f4a6d1f1d7dbc3f9c7ee0b305ea1e09e3bd4758e8f109a026886df730656a8c345f29d631faf65eb6a26a3ce4fa278501c64a394bd24d3fce4276481e43ddf7a5e02a2604b3418ad251daa4cde3fb17d8355879c3b9a48cd5d332a7fc3dd466e2b0f3472cf14de63178a29f5f14e2bf7d9e1214b435545ba6e98d3715f997,0,0,7.122882542464804,0.37349397590361444
4,9,1026,78,1,63793,32447,44,160,139.33125,71.03412224725172,25b46690729aea32939ee0d3a7c718c0b8b5fed3c36b61bd5fbfafdaae3860321da2cdcde259aeeb3feb8f79777a61d25ea16ce228a9b860ba57dd5d3a16f9297f0bf2741729e749f625ab860d4050bab9c629c238e4d8bd98ca1463a58bc9ea0eb3dbaec4ffb3e29edda3debc5d7d04850c20c5bfdb7f6fb1eb9f02329ae956d1c06960e45913599e8d5404636d642e657865c42bf1cc18913ff3cb4ef4b20d,0,1,6.77168371977919,0.3375
4,7,702,84,6,42133,57791,29,143,132.21678321678323,76.79389725353553,e351b30c4fb080ccf65f8071ea27cc95b792ec29c9ec364d72ed3b790170cce125f4739e67931061c6c4cc94c09f9ee17201247f54fa474a8df7f05ab29698c62d03b38aabe2cafa15b9b13acf1f9c79c534b7cf331394bf3a42236ee1f3e910cae14b19072e2e09aa50dcde35ce5410fed481e1c5f39fd1933c8c907ac43d21369f38d7f0041b013d1d4d2829e3a4,0,0,6.573337749499179,0.32867132867132864
6,9,903,60,6,56783,15187,34,100,128.12,66.19158254642353,c0ca8da8a2c4c9a191da63874dc61f264e177f512ce2b37447675ca9bc9c6b0794fe3ce328bf443097743d204f7f7026fbc43efa596179cb3c1c11cc0b515cbc4124b4840a8cc996bcd0b06c4b6b634f99ce2fe7af59a2544ce972ae1daab660d7bbeca6,0,0,6.336307314753091,0.41
6,8,491,93,6,32002,13216,27,94,132.80851063829786,63.09049167929342,b1b4ff448a996f5196a80f09e22aab7d7bd974ad7fb28e274e8595d920437ce5d5727706d87592886da738cf2010615fda1b22d660a241b3467e60e494b7c3b69b700d93c5bbe0c99ee0b1926050daffb3235f8151b394aa1e6684748355,0,0,6.219378479291183,0.3723404255319149
6,11,547,32,6,30241,14635,28,135,137.82962962962964,71.17662337226768,805a9cbc34e7d01d30ed6e75c9fa67f1ab7807d743eded5b51e988c30bd6ec5a4817b5d839d75c1d4a23ba95582fd39a773575a357d532de37d8ade3f842b6d1936240f69f4aca2ddcc257ae705e94741ea64ab779872d2f9ca2b47c820e1cf8a3cb4b7ffe4df9dd184f29dd1ba8724dcbd76dcac22fa46ad0368ec799d96b1ef9dd4da89c2af2,0,0,6.6080436524942066,0.37777777777777777
6,15,703,24,17,19917,4282,6,200,117.64,73.70787203548885,639b63c5967583534da2d04d2a3e35d2253de8387d7169879e4e4dc8c561d6645ee60eab6d173216b44375ebba92bdb39da7f05c67413a041d0aafa0126d72122d4357f10900458217337fd698780b05b279c69fb8f20c0410a8342674a6e559f8ba57ef8546938876c6c228a5f7550a78bbfabc6ebad837104c40ca1566ca22e0e25bc17beb69e73f7bddf6ad9a83ee1470434842a0851ab6d407eeb4e752f1122c313a53dea62a264a3580bf1135962a997e2edc0ac13d9fc8fe0115080a2905a1027f2a5c927b,0,0,7.07120956470982,0.4
4,6,72,36,6,50734,18494,60,129,128.14728682170542,69.3236540025594,2967679a510eb244b94bff387428700cda27074224f3994671d6103686f0545f378f74a2e0ed076b7c93e68bd9a247eec8872a9328b8f05c22da56af728b2794d1fd7d698d74c0c82c2f8db69b8cbb805a879a63c555d081480175fbf0bc007ee6562f21adc8c13da193a28c24450e81c54427ccaf6f61c061d6fca0e0a197033d,0,0,6.417976673927276,0.4108527131782946
6,6,1056,100,1,30185,12490,34,26,121.42307692307692,71.22130897470929,7ba60208c59c5076eb5f1a31de6ad62373977dc4cb1d4037c3c0,0,0,4.700439718141092,0.4230769230769231
6,7,712,53,1,48158,50078,10,66,145.21212121212122,74.83021492149697,4a2bfb37c9a988611312b7c4ac47841049dad460e125d3e6f3dc5bece251e63b57d8847a64a7c8324f78203eeae896b0fecfdbc0587face2cbf8e5930e203aebae4f,0,0,5.862575937540273,0.3484848484848485
6,8,1054,51,6,50951,41239,22,253,132.2173913043478,72.66146102912056,ac2d4769ea92ac341dd75879928b4972a5542bbb5d01d181500e51605731f8e3272c81490f181adafbcb7af032774cb7c6ae095516d62291bfb7af40514781ba689acd9957e802784296fb28971f74155f991d8ba8583a628a6831d265acf2b1b800ff4a6cb4f1e75454db2ddb3de8beb6b95ce9cb7fdcbf1689e6519069aa717f3d7fdc2160e93d186e4b8cd3f79108e36b2eceb21e4ba0acf5f5477b221568943b5aece3805ceefe40f7d8f892f14099b39ef4d9aac70513bac519d888ef917b13e90a907b23234aa332f345cf733edc17b1bea9afb24ba46fe75756a2ea9207ca11944bd0944f3f5c59a6c07bb40cdeecc05bd7baa60de090b621e7,0,0,7.183219414452785,0.3557312252964427
6,8,766,67,17,44626,54184,47,146,124.9931506849315,76.61802575696598,8d23114793971aaefdcf66ec039bd7d3cec15a62600b9530d740ec1de91660bb17d8796efaf7c0e14f6932123caf8531856cb88d77de1fbab7f20d81d08db33670676fcfc556d9c110e89ab417c95b5b9b265013ac720713294e8d5b93fa2d0bec13d1db4e398625c9bdcc49ad3118d831f52ef218d6269cef4d3afa30cb60004bb608962bae7fed1121bbbe1de38d5e584f,0,0,6.640927534993597,0.3424657534246575
6,11,1041,50,17,507,13113,59,225,126.48,76.40797398759432,4c6c0bf6d28a256894901912916962daceed710af9ef2f6c626cc20a0f9bcef2e46748d77db0cccebbecfa921c236b8657b9cb386ae3936b0e407664f717dadf5b908fdf2d533cb2264306356b770e2d0cb58fffbca7c6f6bdc3f06f1dc0543b191f804b4d3dbb311b4555feedccb6052f7f578bc90b7e06a708f2b0912cbc6d441207f6f4984bee47e4320fca72ba41cbd9e39ec528f3c6e6083269806e890272c7d508e19ecd41086b44900373981ea8b6d3b5d7f006444abfc23c39d28f19d65e3e80dfebad1622683bfc9126de783d03209a9e4ac426c2e1bd4f36b28b4c8f,0,0,7.050165468869816,0.35555555555555557
6,11,383,70,6,51218,46464,1,30,127.23333333333333,67.62774742827254,55aff1c752b782e95c5b3a8423a4887d73005c3e2e95591f2adcd39adfde,0,0,4.840223928941851,0.43333333333333335
4,12,409,111,1,13964,57780,21,218,125.10091743119266,73.61852391469489,56669064ecf1ae577572e50cad16ef97381c34b5d495568a74066cb473d20f9d3de48cfc2cdf338371dc7e683d29462e45b2c0725d52e2fbf77f4c0eb76935f1b2d437a68f246918c63fca609d570a804c54067d07098caf824c3a41b459c58085db5fe73fc14003d7a839a96c46955b7fb7a61c4865d0d2f17006d7538c29ed48bb15c30719c8816824dd2bf4466a313a48c32ee67a2ace67dff2201c1b3ffdf2fcca62a923f8de4d84f358630d5c7782006d3eca03a2a7d0f8cd729f04da610e53688fdbd51ab30c0d595470e79a57c0cb6d0fd665c4f6a5c5,0,0,7.1027776732816905,0.4036697247706422
6,7,1169,68,17,36072,17170,57,99,125.26262626262626,71.89520795182442,63e5174ae30541af0460f494b0c66d1672993c3879d47dca46449090901099e0795b7be7aa56d6636d642e657865a3f73bae0ed73da38928b4e46c0a7656000f89d050cc1e5a81be118bde9c64da0404ff7bc3ce432a465b395de658cadcedbdba2cf8,1,1,6.270672024076308,0.41414141414141414
6,13,1161,97,1,45930,4058,50,255,121.36470588235294,75.23993209577107,eec202af278b2002d6dc9e4dad8a5f070afb93015c5e664d7123414f6ccef9ea91f406efa97fd926db531eef62e89444c4367dd49f78fe80ad1067ca5b6ce2a9260690184c4ada1799068aa78dd1a520596454cb0c059f34ee34cfbcab9819e9ed1aadd758ff722b6fc9b6f0711163ce2c1b456a5628c4fbe302fecba8768db52a17522f42df2c6073636d642e657865bba425129b88b253376e019ea733488ca4381736071d4ddc78f1d6c20084f56c4ed1116243e584358ea77a9f24b64118dac43c64d4e3c34d4c7b37762e12775cd19900333e1a3480b33eebd22692eb32e1c8e6d646e47dc45b54219c92b307af096e33de8702172612d3f2d7d96510,0,1,7.184281181838118,0.396078431372549
4,5,166,94,1,4946,37380,22,78,104.8974358974359,72.79169256340926,66903d74647a902025ebb41205b2daa9e8068d30ae8c41cb1e1f9259144abd472121da46ef56fbe7908acd076d2e5e023d1aafa5bfa877346d29184902cd293b0342205c970b55900a8668f2a605,0,0,5.952068885528917,0.41025641025641024
4,5,395,50,17,24252,46834,29,29,118.10344827586206,72.21583780230416,770df540d5120a61ef75275ef454a63c7f51aae49e761b155761bf78b2,0,0,4.789015477886191,0.4482758620689655
4,14,1323,108,1,38870,15177,32,137,126.7080291970803,67.88269837338305,ef0ea5331327a678413dea5e5cc852f8c55aef292184ad4aef15d963a7d1fbe3b382af563260c0b366f1a49c34e66a94d2f72c80000aaa233e62ac0ba96a55cbbac8be8f71b5ad7b376db9c4849d3dcbddb463a36564557878c91e163cc36c0f9d7858ec68e88207084a4d8439c53ee876c5a24e80838c1efc90636d642e6578654c0f45655d4cfb94,0,1,6.524096386003659,0.4306569343065693
6,14,317,36,17,34441,47247,9,240,124.31666666666666,76.8046746985856,e76078984cbf6fea3a9fa2c7e7159851e4c9b880d4e5a2b2034b1cb29dd1746e42592d3510b84db82e3545102a00adf8428d04fd5ec8117bf5f8bea0511081c545af037c86b7e7a87e01fe2b304ef816eb0485ed2e2b71a0d08725cb3315080695725d43260e4017482a39602935869213c38b913c059a767f305c2564cd634bb0664064271d8c8af24fac626cce3668e61022eba9798be31145a7bab65adde6fe2f57b3fc87973619a87b0953d3d8a3b539ff2a293006ff3ad2695af03df8b94bf6d73e6810abdcd5eab3d078769f1c5bd69cede9c1724bd4ef08165aed28fdee5a6cb3c7d6d60055e0d3130a167c81,0,0,7.1603967810415545,0.38333333333333336
6,11,1300,90,6,59096,40729,18,5,174.4,73.86636582369543,36f7ceef7e,0,0,2.321928094887362,0.4
6,9,437,52,1,6714,43170,3,123,121.57723577235772,65.93899719975,87405987195da500194e38254c7d87708f0bc8b58ee979fb4f1d7cd5fde988d8a09187852460a5df85c4f37f3ca7ed67e8190f948a7d712d049c2c5e43921851455cbf8e839dc0a06a3206e965d221f536f787a05bd4243c80c1774644a972eb97b1379e4b84cd132096706c7c26697c27fb83485d744e5c3d89b3,0,0,6.498374745314112,0.43089430894308944
6,7,574,81,1,61237,13125,8,244,124.47950819672131,73.54030058134245,4cbcb12d596b75155b8e372a26bc1dda85c1a86c7291c8d0f82ca100c08ed6c272cb7c1b4c34b9db7c61cb60b0c75a2dcbbdf657e8fa753a9eb027314403d6c255dcf25895401bf566140606484cfdc82b1251b37d9c806086abccbd54e505193330d08ebeca7eda80722662d2441bcd9b9e33900921afa92944706b446dcc0344420673d06c424abbac163942bffc2c72653c0a1d6a885cc454675cf709adc149d66702b4a66f03c5919754b848cd35090026562fd684b1f4c630db8f0a3b80f90e885abf1c7de0a9c89ea0bafebc29a5d5eb59c304508cfde1ea56234cb7a91c43381a4241f3ea46c16df8397e0d96e1d7c3f9,0,0,7.1236350711412095,0.3975409836065574
4,14,1142,90,6,5177,44070,50,37,122.43243243243244,72.06286315040934,8b46cc266046a7b198f808f3fcb479415953e5737336b8bf25138cd20d4046df31aa5f1a7c,0,0,5.026888838543452,0.4594594594594595
4,12,465,67,17,44018,947,58,118,123.16949152542372,74.2149083982121,f393015a72944d64140058f70ee9f22ed6ceabd319493c93cc72457b128550e3246b5c136dc4ce27341493a5340a018c16aa6b0cdbd537ac7b934b19dc2ca088c8a0e7e569c23820aef1cf1458518445a0a3c955fa7f90266df8ac44bf379e6aabe6014359812eced7f6aed51b1d59bb6be5a336239d,0,0,6.342181714524407,0.3644067796610169
6,8,1167,17,17,9084,7298,14,125,141.656,73.20580348578929,32955090c413bd86cb669504e8158c21dd7edfe9d825a2df92234bc0b7a48264b9a87818b8fd5e475ab2c566a9c20e89a094bdef38f9d99ce2ea187aace2efae0f7ed93d75c72af9729f3c1ce24dbaf9d31def10bcb06fdb36b582f3b2b04bc9ae35b16044f1d92eca4cf07eef63960067a3e8578e22f6780729a12ef7,0,0,6.541627884592858,0.312
6,5,1231,32,17,30402,27343,39,115,118.30434782608695,75.01978566995491,f9b0e25817f3bb49080f3d8d50ec8dfdfe964e6b060aa9efd4c54b3354213f4e6099f6641be5e9a20cf4ee666a4810226a84edd528055f827e9e9e7b77ec42813c0c3c57a09b8b45b271e5057a6643bc3b89511a1818f589b959d562055ea54f87b86c1e63b00018838e2ea02a04fba503a4b9,0,0,6.501926790037185,0.3739130434782609
4,6,353,71,17,12057,44132,3,19,131.6315789473684,73.46478606954332,14cc2a2e6cf185a7e75e341d38a8d0f78e9f9a,0,0,4.247927513443585,0.3157894736842105
4,7,826,56,1,10990,883,63,79,123.30379746835443,68.36357650952861,3b236533b748063f7641b072deaa573e90a8faa6a1bc3951ecc03ea172d351eb1c22416aead1da518197ef2cd4a61a0fddb18bb0ecb34f68b42abc653a64b719a8017254163e4a727edb7742c74643,0,0,5.854289925337524,0.46835443037974683
6,12,1417,25,1,8139,64324,40,189,129.34920634920636,67.28203893997554,f0a08e8578499b1638747874f1a49741046bd5ee713d3cb46fce8f734a582324c13e4592e3972ed7b1edb16a583ce703485d49adcb03007b917947dad97890b191e3d194d8cd0de2fd72ef47f62c5c954bbe7d0c02c7fd4d6e29c4413cb0bbdd357b8b85608b4d78f6b4f972240c97f286e8070d359d7f600cb0c1a3054b7c587b651695b24ce026b758cf3fa4a2f651692666419d548d887361a19e7b38aa91f0ce6bc146edb099a477db779f5f25a0c479a1ab8ec23bb2a21c75019b,0,0,6.813306577545755,0.4126984126984127
6,5,398,63,17,32113,33734,21,15,106.33333333333333,60.595562727168584,2866a72b696a0de5a1bd5d1e3f6d91,0,0,3.906890595608518,0.5333333333333333
4,15,422,47,6,61769,22613,42,120,125.33333333333333,70.20901334982251,c776a52def92cb31631c9511dd292760294b2b3ce7963457848943fdae3216cad79b47dc1f1049fd7e701a9ad7f30d116fcc6dce5eb59e1637d765d76ac097936cc1b7618c77a2d6213b71ccbc620bb85fbdf52ab487b122329885aebab88c17d48506c9d91e30b213246aca989442f1be7fd374443e3588,0,0,6.623557262275184,0.36666666666666664
4,15,900,47,1,16407,23310,40,241,121.60165975103735,78.1956201969913,d10e18508e61c749519a1c77de4440811907a30ef18956856d1cc46d2e350339acf8e1217a0b0d3bb1d899edab467d5925ff4cd7381824bcd00b10304842082d2f07fdffd95681874af4f363d7348f63110e1f5248c13c40ae8bbdcf46c37345adf3046fd88c96360f206ea06b166b47fd093f1f5973e4adeb4b21ce185b01b1e778d4ff6c9ab771501c374eaec1f670dbdef3eaa69ce02f47a7fe1470d6e30ab0d300f69d418214d7b61827cfc3b3b152b809040b3d1b3f11b7eba7d63796edd484d8a2f05327a5ef28a4511a5864271ec28d95209adf47d6e170c4190b443dd67d38ca9300b151dbca4396d6fb4423d9,0,0,7.126901045762899,0.36099585062240663
6,7,933,25,6,63958,7230,56,10,149.3,84.36118775835247,7b64ecbddcf1382fff1a,0,0,3.321928094887362,0.4
6,14,622,18,17,38891,10669,63,21,111.0952380952381,75.01739783093161,121db677621fc648e5ce3809be76ab2d9413e41b8c,0,0,4.392317422778761,0.2857142857142857
6,7,709,108,1,12566,60121,33,170,119.94705882352942,73.8537714011479,3df4caa850d84822b345e51f20aafdbe4c3f7dc7e17a771ee198ce3f100f65538c23a2f48c629631d543009cda40856a9ab555cf64cf955dde1ebc375a05a469e53f94286d510a69b53247dfbda87fc1e8dee83e73dff12fdf0d4a9b6b93e81aa4023020bd165c4a242bb4c70a10ac2d0bb5bb915408830136feb1f8c19d621797c4415bd9addabb306b961c129b34db1379c82ad5397b52232db3c12ce02ccd6d626e16776a220e12ba,0,0,6.853336083120166,0.4
6,14,630,92,1,27530,33983,15,205,132.9268292682927,72.43156239796208,edee7334e8ca083be1ab3a0bb4ee523082aa5bf1b2d032564a67f14d6dd6a70796082bec1a68afd4da76c2bdd5dfb801247052ffaacf7eb9e8d8a17eb01989be2cfd7d2c2fbc19d4acc9c27eb32e32f8c5726be37498da22d56464563df9a699062a936d5136ada6d8c48e344342218ecc02a5753ef3a21a23b691aede035541a36e578601e22ad4a087b8ed80f324af536d8a3508fd149ef6b95a5a29ba636d642e657865652f6ed6ed6d8ee2d7afc98e64fb7fbeba6765b5a8e99da54e2a94d5fe04b8643101a467dc3d1636,0,1,6.953781777698088,0.3902439024390244
4,10,147,12,6,46595,31665,56,79,121.78481012658227,68.02450617353882,f425965da0e8b40e768891a4080e1c26748591b85afc4cb171997ea0662cb069ca4b298bb83b06327d38357163a26cc7a0e365c5df41945881102b9b3b7fb5b80b15feeac360c01bc97e64ff1a5c68,0,0,6.056821570907143,0.4050632911392405
4,15,183,58,17,31814,50521,12,247,121.61538461538461,77.63316785477622,6a0a4cf0a930c55228bd551256bea76713dbe47f068bbbddabac5533fe03059818f0e80acea56f39efe8f581b5ce18561a0e0e2322814738a0ae7b5617b4a746874a7523c3717f69e70f9e1827be29037706854c2dd5805d2c3b0d29d4e1fb28f38bdfb657925aa756eb5a216413a99b984b99d037260cf2f9b1786a6c69b55307c9b9b70e18af23090705b623dc53f0ddcda79c5a6ecf2365b5668e2e1e61ebbffabba7e1aee44511bbd3766828a03bafef47950bf808edea4704d0b94aa3fb55769c02e56a5139981bbe0e8c0a2adf5e693ad927e2ac431d4a48f9365ade4bd32924ba4025ec9d21ad1212a4d8eec886088cf527b6dd,0,0,7.106049950266245,0.3603238866396761
4,7,511,57,1,14592,8958,61,117,122.03418803418803,70.8196133468485,15c945459a95071794636d642e657865ed8b11e2bba8559a757989656b70ed6cf9bb2167ce57105a9807d1b4953c209911467d6141f43f19227d573dd79c84c608cd5cb67106cdc597bef9be6697d3b2281986e42e96ecf0c1b296c78d792ecd253e51ebd15b17375af873151eeb65a61d0fae1650,0,1,6.361734163990867,0.4017094017094017
4,8,672,78,17,13671,26154,47,216,122.54166666666667,73.80760854209885,e34448f7e27dd55c7ec8ef79835e90a12b47547cee6ff1cea812febc3348930a0d2c78fca666f6c4ca23c3e531b4c1ea6d948d89c9310c793ea4d04680592641a87e38aca13d1c883d8a64363699a08add9dbdf31853670ec69e5a36028804877e7e2672d295489c11f50a2d896246150d6612ea071a002f500ed7fb6bb2223115ca6afea883342f2968d0a2b095298de89c090c74081b17ed8098ce6317fd6cb6638bde5615e759cb80d7a761f286bdf62ef84170b263ee0618a67b94e2066689be2e36b7fc643a9844fa713d1e42b2d59d3384107bc54d,0,0,7.062531599285529,0.37962962962962965
6,5,735,1,6,32495,55893,35,34,132.5,72.56771685406511,554009ed36f90cb3aff58f13a5267b6685cdc5e7c2df42cb1c7e812b995daf5c6ccf,0,0,5.028639311838575,0.35294117647058826
